,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-1.709756098900036e-06,-2.095267986302702,-2.372128047878651,-1.7443343802255409,0.0011207243745363833,0.00012024527403234671,-0.46404643047241906,0.31273552770018315,-0.0006716915456173859,0.10424332234381167,2.0453558858230118e-05,0.033097408182469416,-0.26835347111716,0.00030116318703229266,0.0027617570482648163,1.2123663200270713e-05,-0.05054880089499487,-0.023176094771965715,-0.003471133552395943,0.005703602479365845
1,3.419512197800831e-07,-1.885672268019106,-6.045987194647781,-5.669140553978693,-1.085791473884218,-1.198431551585285e-05,0.9387575852461221,-3.215696207102065,0.13896857069810795,0.4116807578198187,-2.0241075706838224e-06,-0.544206385853098,-3.8081854184486215,-3.6463421258098316e-13,6.684935027409522e-11,1.7598644976265826e-08,0.0071198222262316355,-1.4187482810096297e-08,6.968333696871776e-08,-0.0004145206649263881
2,2.735609758251073e-07,-1.6971038250815562,-5.441388424946768,-5.96893977604823,-2.246687164113789,-1.080162958965944e-05,0.34481235539367117,-5.992903841378311,0.27833615222126734,1.1355710523673366,-2.0224832641639584e-06,-1.1956813895965652,-5.875546155753382,-3.0377357313621234e-11,1.8631459689942217e-08,4.336159892769347e-08,0.0076216143107962235,1.6641887879821874e-07,6.042764233316761e-07,-0.00044375618720071024
3,2.1884878065835112e-07,-1.5273922794375574,-4.89724903706478,-5.197379389567922,-3.4285342422416987,-9.343037652083039e-06,-0.8259722918539645,-5.393614955534256,0.3936849835134515,2.0409729178122293,-2.688638451239019e-06,-1.911860371391156,-5.2879918960685295,-6.048430376340286e-11,1.9356665967567438e-07,4.537799609433829e-07,0.01318848870081702,-5.456087901258329e-07,2.4710947122332655e-06,-0.0007680576297040588
4,-1.0068246407424208e-07,-1.3746549726952748,-4.407543308839694,-4.501028230659679,-4.585146654753935,4.9830397130077794e-05,-1.8287625792795232,-4.85422065408285,0.47328426395227785,2.003857990405274,-3.264616174120192e-06,-1.7302011715485714,-4.759193242077639,2.0109448997276784e-06,3.2393924401068197e-07,1.411058759465708e-06,0.011486920763988207,9.134602259507345e-06,-1.4525474874963612e-05,-0.0006302409936763424
5,1.952155173415293e-07,-1.238514554184575,-3.8640158717597823,-3.872328386312773,-5.0460653234458865,0.0022212740438540164,-1.9133954717991069,-4.266193876254627,0.24232360586801988,1.4117738830192517,-5.737428403946882e-06,-1.554991906550802,-4.180532600403082,-6.152261428657522e-09,-5.540696382377169e-07,3.024475434104971e-06,0.0194582332140557,-5.3488828304286874e-05,-3.709640448543508e-05,-0.0010876797141198841
6,1.56172413875999e-07,-1.1141019559344494,-3.297160266855743,-3.304621638840574,-4.361044826490318,-0.00024513874271004515,-1.7216051365831186,-3.6591020104425813,-0.506637577877356,0.5817812877405268,-6.108299292198775e-06,-1.3524637080526454,-3.582023908837627,-5.691138379028231e-09,1.6933289975866461e-06,-3.2599949044440166e-06,0.017852799148491704,-4.612512942468219e-05,1.1058585410235466e-05,-0.0010412734241838344
7,1.2533798392569406e-07,-1.0025737137024042,-2.7851604376016144,-2.79188234699176,-3.7426583544716796,-0.0002235255919041841,-1.5492625001511258,-3.110902372080673,-1.1984450501693074,-0.24114783031763554,2.7840285962438954e-07,-1.1558325901361979,-3.0415369763581817,-1.2865454739247918e-07,2.8707956447795308e-06,-6.42437813689169e-06,0.015740080815500455,-4.299428990813196e-05,1.1882210439649599e-05,-0.0009185970235554182
8,1.0019231586402833e-07,-0.9022618928305807,-2.322588608061353,-2.3286416197493454,-3.184340383313754,-0.00020191299765736845,-1.39424542447437,-2.615753471339338,-1.842253548749635,-1.0459780336417157,2.2272228769951163e-07,-0.9707804626508398,-2.5533260795829182,-1.1866649408769081e-07,3.432046173498446e-06,-6.951387977620349e-06,0.014580593367652465,-4.285118762265163e-05,1.2458453702395011e-05,-0.0008513963444144977
9,7.979867087774817e-08,-0.8120111209805535,-1.9045582307735214,-1.9100065269099404,-2.6801407516327536,-0.0001829888093379372,-1.2547787379302857,-2.168402604724967,-2.445829439646372,-1.8252648059657655,1.7817783015986952e-07,-0.8004222358707194,-2.1122196895289886,-7.810496312904425e-08,4.096991838434608e-06,-7.695890274316344e-06,0.014071694672926807,-4.3162277695491064e-05,1.3264331126562612e-05,-0.0008221055388118112
10,6.387213696487648e-08,-0.7307796456516025,-1.5266669325707558,-1.5315755844485044,-2.224704429396775,-0.00015450991656232836,-1.1292618293705272,-1.764127701187256,-3.0160168575828195,-2.5730110396089074,0.002516717942852223,-0.6481240165076094,-1.7135638223458571,-8.607114959993667e-09,2.893376352246582e-06,2.1571651445152773e-06,0.013994649973800283,-4.274771057093067e-05,1.3702375439683667e-05,-0.0008177246576432061
11,5.109770957398285e-08,-0.6577303925053086,-1.1849631769572588,-1.1893795550917252,-1.8132237109239147,0.00017498842808654283,-1.0163925502682223,-1.3986811378832928,-3.559142031034466,-3.284470446995155,0.010751056185716113,-0.5177235442810904,-1.353170340181058,-9.592238692148619e-09,3.421644298352497e-06,2.476182346108219e-06,0.01517288903949828,-4.5529097773640615e-05,1.5312436599721618e-05,-0.0008868696247572097
12,9.21652683128979e-07,-0.5927419701371217,-0.8746102465801995,-0.8798498562461783,-1.4418253965520218,-0.00013229233023565393,-0.915278678793236,-1.0703226697884223,-3.773346110182855,-3.9794742663755502,0.022755078443891512,-0.4043888801871587,-1.0272814257805536,0.0,9.242701642518149e-05,3.4250897508365796e-06,0.021437316079991352,-0.0009063453117255752,0.0010726793882923184,-0.0012631366836518693
13,5.831269367169781e-05,-0.5203865619512571,-0.5940334174469117,-0.5977251621485555,-1.107263063105148,3.284542010133923e-05,-0.8201196702063291,-0.7670162352324841,-3.441227739604487,-4.044243992110672,0.029676089354045393,-0.7948300113373372,-0.732415612221297,-4.336808689942018e-19,-0.00010729459789118705,4.6314595645857715e-05,0.07576667621022584,0.003833733280303517,-0.0005547635229067489,-0.008259762372615106
14,-0.0001075848664284871,-0.5002661354547681,-0.34774187993282113,-0.3503033660682839,-0.7964789272997331,-0.00041129553333526733,-0.7439192258201873,-0.5028156554582048,-3.1055539372704106,-3.7704750586116322,0.023348110927417058,-0.78367632447348,-0.4658923011146855,8.673617379884035e-19,0.00019297877971475186,-8.598804666620948e-05,-0.13100726816823022,-0.0074957874351752425,0.0009763136029064499,0.014300193340779609
