,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,5.561585124277183e-08,7.775091189503349e-13,2.431878002242059e-12,1.1921400718424253e-12,6.534744809249683e-07,4.3145983922870334e-08,-3.241030072215506e-13,2.029305691584949e-12,-3.627069011815152e-07,6.726619138676798e-13,5.841922828493052e-08,-7.206204211633912e-13,2.654458081321242e-12,2.9399008399608257e-07,1.204819624734202e-13,-3.803221110352415e-08,-5.425385357680152e-14,2.0743275924357394e-12,4.622825444588296e-09,8.556977084232628e-13
1,0.0005209444592585249,0.005233583888712498,0.005233595626425166,0.005233451020546388,0.004485391537432824,8.659432182246011e-08,0.00014978444619718383,0.005233594784877742,-0.0005807123478189367,-0.0023622208676988563,3.481775521677351e-05,0.002544517408958305,0.005233595618899937,2.939900935240874e-07,1.204819682707469e-13,-3.0425768882819324e-08,-3.995756963948219e-05,-6.337193494185252e-10,4.6228169471614146e-09,2.3263502705780315e-06
2,0.0014949167183972028,0.013440213405072413,0.015163083607460003,0.015162828325557627,0.011192991507042645,7.479254229736175e-05,0.0008448994729244643,0.01516308440813735,-0.001272737694926182,-0.007116407874408363,0.00010530855364606365,0.0075957731623363086,0.015163082244174815,2.9405566726681223e-07,8.108713560497774e-12,-2.4340615061473994e-08,-7.416355682682735e-05,3.2075413619913123e-10,5.383275606908103e-09,4.3178202230954875e-06
3,0.0029527098827222134,0.020826179549899484,0.02929022061005789,0.029289841439111387,0.020961018649458166,0.0002088099966456659,0.002471189299455922,0.029290221433335883,-0.002308213063011891,-0.014266443991089714,0.00021406319213879442,0.015134938406269435,0.029290220375957073,2.9428319572303395e-07,-4.8801820146976565e-11,-1.9472490773296778e-08,-0.00011580358126476363,-9.13297624903662e-11,8.07741795290058e-09,6.74210637490791e-06
4,0.004903278114290077,0.0274735451629306,0.04715236364498568,0.04715192783446179,0.033655581126772256,0.00042091512764474526,0.004919519549759778,0.04715236472675466,-0.0037272985737339857,-0.020745629117871173,0.00036379588469276044,0.022337495660900798,0.04715236760623423,2.946673530093162e-07,2.5476057549218004e-11,-1.5577984381729553e-08,-0.00016681782264837839,-2.7417447516310616e-09,-2.115099760482169e-08,9.53844083506183e-06
5,0.007362836724154305,0.03345618012036658,0.06831902075798603,0.06831854723168869,0.04918954559579974,0.0007329422939271408,0.00841296257883498,0.0683190243710059,-0.005594789889637047,-0.026090480268418124,0.0005567179705442649,0.02882053456782384,0.06831903644705022,2.952221796355709e-07,1.4241869746696595e-10,-1.2462359316354492e-08,-0.0002151166415286193,-7.909605736113092e-09,-6.575255621002084e-08,1.2186233568629517e-05
6,0.010234251395591244,0.038840577438789395,0.08766712120884652,0.09238830431081116,0.06327146963538229,0.0012835694382025429,0.012639639158486208,0.08766712331531164,-0.007029552296779601,-0.03024560484410463,0.0007954340961095977,0.03465575017155889,0.08766713522244958,2.959332622070834e-07,3.862402931567718e-10,-8.714683200523763e-09,-0.00026164928500523515,-7.598319176716135e-09,-1.281160537214596e-07,1.4737954449558079e-05
7,0.013210826620008255,0.04368655820499202,0.10508039138103517,0.1189861862482782,0.08003951769919254,0.002033992079858318,0.017863524374235912,0.10508039797464448,-0.00896158080372307,-0.03323354890051018,0.0010828955528914132,0.03990773251569782,0.10508042579971685,2.967932479956546e-07,7.878082538693655e-10,-4.3353224551297455e-09,-0.00030711780809019825,-1.4403734538305819e-08,-2.0644011583708474e-07,1.7232232819510392e-05
8,0.015889744239231663,0.048047956460910535,0.12075231613085964,0.14776115410330234,0.09926707720090316,0.003067530153905389,0.0241362858369458,0.12075234102810974,-0.011360772378147505,-0.0350390041121733,0.0014232035048423524,0.044634792010706734,0.12075238879622159,2.9774708268448603e-07,1.3690366575427318e-09,5.630317158996339e-10,-0.00035156385044530174,-2.417585410008415e-08,-2.983950858005305e-07,1.9671366443218338e-05
9,0.018300753408677414,0.05197774441288362,0.1348571382981854,0.1783839700693669,0.12089056280478364,0.004411157725594198,0.030457620141902505,0.13485612674353734,-0.014146744918048187,-0.035003404058099125,0.0018201505059196063,0.048885936329922886,0.13485715634369747,2.947362022558476e-07,9.18682622072459e-09,7.824643426527256e-09,-0.000407412456714175,-4.781356516915948e-07,-5.104564561153343e-07,2.2794203889228826e-05
10,0.020470655323030575,0.055515086641895216,0.14755154081712943,0.21054544400001798,0.14494657008869896,0.006088494434625382,0.03614723996043194,0.14754917788391295,-0.01724571252436921,-0.03268378064560695,0.0022788098079917097,0.05271039155636616,0.14755144844543677,2.9129003656334285e-07,1.986291760605905e-08,1.652732290172693e-08,-0.0004689110862837622,-1.0888533614368771e-06,-7.711827763371855e-07,2.6233809483324244e-05
11,0.022423558845036825,0.05869938055217078,0.1589765860955747,0.2418507559940124,0.1716442148099531,0.008098384335209987,0.04126844625512788,0.15897245740458446,-0.02057989729069477,-0.027545164437901712,0.002806180842865701,0.05615024263427603,0.15897631200135579,2.873935144825289e-07,3.412619581607415e-08,2.7015140609033304e-08,-0.0005381417369090471,-1.9067549478440347e-06,-1.0918349569827783e-06,3.0106479236601567e-05
12,0.0241811907275384,0.06156142407570419,0.16925892580753715,0.2700255545589844,0.2012818309517425,0.010428336692659607,0.045874127977987914,0.16925446271175054,-0.024069240124160163,-0.018339889374946086,0.003411369062995481,0.05846726552449781,0.16925868924863757,2.869414780593198e-07,2.770933616231179e-08,3.43834295470533e-08,-0.0005785460820296571,-2.2560986181569583e-06,-1.0950546742966636e-06,3.2465884489962834e-05
13,0.025763061726626273,0.06413652476426433,0.1785132130931672,0.2953828916087244,0.23351314506287968,0.01308212342843437,0.050018564118796724,0.17850831680653995,-0.027361215639929347,-0.005480026961856859,0.00410764143979543,0.05990625735439474,0.17851282702389545,2.85832644464166e-07,1.5683108704128083e-08,4.085859317719052e-08,-0.0006129757297784379,-2.628102395673349e-06,-1.0345083022842683e-06,3.44777149282895e-05
14,0.027186745299458977,0.06645420585858294,0.18684192075068562,0.31820451365239383,0.2625214105889512,0.01577389040260947,0.05374838029715804,0.18683674323858968,-0.027195230573329256,0.009990986482625731,0.00497162378587118,0.06102814016116694,0.1868415471850625,2.858326444641678e-07,5.074158438584254e-09,4.657078181812125e-08,-0.0006428363388773869,-3.018130937312726e-06,-9.951102531425307e-07,3.622302304382776e-05
15,0.028468061429715245,0.0685398774091053,0.1943377685122785,0.33874398516750787,0.2886288759152822,0.018375603059116022,0.057104929560060635,0.19433237288827115,-0.023768424429842828,0.02767181120989135,0.006077068117571668,0.06207904735832922,0.19433739256674334,2.858326444641678e-07,-6.064932065539905e-09,5.179279476779705e-08,-0.0006699010272093512,-3.3706574068806945e-06,-9.544379693711763e-07,3.780536498874933e-05
16,0.029621242853690694,0.07041668919708234,0.20108377708517683,0.3572295172584436,0.3121245492363859,0.020869472095518614,0.060125693041469905,0.2010814466948056,-0.01817919143015352,0.048015258943292324,0.007439216527493046,0.06216328787539219,0.20108369382620592,1.9077587070205854e-06,-3.41308898753803e-07,5.586435862958318e-08,-0.0007113646747338651,2.5844079957496856e-06,2.6231121103344492e-05,4.6246986269963916e-05
17,0.030659106879852283,0.07210559191235053,0.2071551776214511,0.3738665125487472,0.33327063185489053,0.023251000454097934,0.06284412485390284,0.20715561590346657,-0.010664036077809788,0.07083054728964575,0.009073754004637084,0.06137282563872433,0.20715535587145834,3.5915906717367236e-06,-7.026744081622733e-07,6.020614744194498e-08,-0.000751413767768503,8.608129742631604e-06,5.434941236311184e-05,5.4577375637806684e-05
18,0.031593185940758405,0.07362532346575813,0.21261941982241303,0.38883982680679374,0.3523020885755763,0.025521238667024264,0.06529041711306803,0.21262247929081732,-0.0013926689441720909,0.09589172891941257,0.01099783223555206,0.059874007465350675,0.21261984077266066,5.343686501072361e-06,-1.0937056117182936e-06,6.500354658866264e-08,-0.0007894220581469315,1.4789322541247027e-05,8.345131972059911e-05,6.280506002333624e-05
